char_count,char_freq
1572,3271877846
1573,3272117718
1574,3272357030
1575,3272596145
1576,3272834799
1577,3273073369
1578,3273311655
1579,3273549821
1580,3273787060
1581,3274024282
1582,3274261435
1583,3274498505
1584,3274735533
1585,3274971836
1586,3275206418
1587,3275440538
1588,3275674612
1589,3275908268
1590,3276141367
1591,3276374310
1592,3276607095
1593,3276839511
1594,3277071143
1595,3277302348
1596,3277533337
1597,3277764148
1598,3277994525
1599,3278224591
1600,3278454420
1601,3278684231
1602,3278913937
1603,3279143287
1604,3279372084
1605,3279600171
1606,3279828148
1607,3280055926
1608,3280283678
1609,3280511395
1610,3280739097
1611,3280966292
1612,3281192048
1613,3281417706
1614,3281643124
1615,3281868404
1616,3282093363
1617,3282317986
1618,3282541269
1619,3282764465
1620,3282987545
1621,3283209877
1622,3283432079
1623,3283654176
1624,3283875974
1625,3284097731
1626,3284319238
1627,3284540500
1628,3284761202
1629,3284981558
1630,3285201598
1631,3285421015
1632,3285640365
1633,3285859585
1634,3286077798
1635,3286295831
1636,3286513818
1637,3286731774
1638,3286949717
1639,3287167492
1640,3287385187
1641,3287602726
1642,3287820002
1643,3288036731
1644,3288253401
1645,3288469682
1646,3288685750
1647,3288901757
1648,3289117706
1649,3289333582
1650,3289549390
1651,3289764938
1652,3289980351
1653,3290195362
1654,3290410121
1655,3290624723
1656,3290839126
1657,3291053414
1658,3291267601
1659,3291481196
1660,3291693380
1661,3291905534
1662,3292117634
1663,3292329668
1664,3292541543
1665,3292753277
1666,3292964448
1667,3293174460
1668,3293384125
1669,3293593683
1670,3293802986
1671,3294012252
1672,3294221484
1673,3294430376
1674,3294638834
1675,3294846930
1676,3295054864
1677,3295262532
1678,3295469909
1679,3295677217
1680,3295884269
1681,3296090652
1682,3296296676
1683,3296502573
1684,3296707815
1685,3296912869
1686,3297117873
1687,3297322251
1688,3297526448
1689,3297730575
1690,3297934296
1691,3298137967
1692,3298341522
1693,3298544788
1694,3298747820
1695,3298950655
1696,3299153420
1697,3299356164
1698,3299558064
1699,3299759926
1700,3299961328
1701,3300162683
1702,3300363455
1703,3300564028
1704,3300764234
1705,3300964303
1706,3301164313
1707,3301363849
1708,3301563362
1709,3301762638
1710,3301961701
1711,3302160679
1712,3302359313
1713,3302557743
1714,3302756144
1715,3302954468
1716,3303152455
1717,3303350419
1718,3303548195
1719,3303744547
1720,3303940806
1721,3304136700
1722,3304332137
1723,3304527462
1724,3304722384
1725,3304917021
1726,3305111428
1727,3305304962
1728,3305498005
1729,3305690919
1730,3305883781
1731,3306076599
1732,3306269411
1733,3306462071
1734,3306654481
1735,3306846874
1736,3307039209
1737,3307231493
1738,3307423763
1739,3307615931
1740,3307808083
1741,3307999969
1742,3308191816
1743,3308383365
1744,3308574587
1745,3308765468
1746,3308956241
1747,3309146915
1748,3309337264
1749,3309527488
1750,3309717329
1751,3309907141
1752,3310096474
1753,3310285352
1754,3310474032
1755,3310662654
1756,3310851015
1757,3311039284
1758,3311227435
1759,3311415077
1760,3311602507
1761,3311789808
1762,3311977047
1763,3312164048
1764,3312350940
1765,3312537124
1766,3312722963
1767,3312908666
1768,3313094247
1769,3313279421
1770,3313463846
1771,3313648028
1772,3313832093
1773,3314015877
1774,3314199576
1775,3314383182
1776,3314566375
1777,3314749502
1778,3314932618
1779,3315115706
1780,3315298491
1781,3315481181
1782,3315663867
1783,3315845921
1784,3316027926
1785,3316209846
1786,3316391743
1787,3316573491
1788,3316754926
1789,3316936202
1790,3317117294
1791,3317298349
1792,3317479288
1793,3317659868
1794,3317840314
1795,3318020669
1796,3318200900
1797,3318380917
1798,3318560861
1799,3318740637
1800,3318920091
1801,3319099411
1802,3319278296
1803,3319457096
1804,3319635876
1805,3319814545
1806,3319992680
1807,3320170528
1808,3320348301
1809,3320526025
1810,3320703655
1811,3320881151
1812,3321058376
1813,3321235346
1814,3321412175
1815,3321589002
1816,3321765812
1817,3321942150
1818,3322118323
1819,3322294425
1820,3322470426
1821,3322646277
1822,3322821925
1823,3322997451
1824,3323172921
1825,3323348250
1826,3323523556
1827,3323698562
1828,3323873451
1829,3324048144
1830,3324222637
1831,3324397066
1832,3324570939
1833,3324744724
1834,3324918374
1835,3325091247
1836,3325263492
1837,3325435391
1838,3325606943
1839,3325778446
1840,3325949809
1841,3326121045
1842,3326291648
1843,3326462032
1844,3326631820
1845,3326801420
1846,3326970597
1847,3327139757
1848,3327308861
1849,3327477058
1850,3327645237
1851,3327813406
1852,3327981442
1853,3328148843
1854,3328315851
1855,3328482749
1856,3328649443
1857,3328815735
1858,3328981957
1859,3329148115
1860,3329313978
1861,3329479650
1862,3329645242
1863,3329810771
1864,3329976101
1865,3330141358
1866,3330306569
1867,3330471774
1868,3330636873
1869,3330801889
